Database,Keyword,Seed keyword,Page,Topic,Page type,Tags,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend,Click potential,Content references,Competitors
us,ohsu pain center,,,,,,210,22,0.00,0.00,583000,"Navigational, Transactional","People Also Ask, Related Searches, Knowledge Panel, Site Links, Image","0.81,0.65,0.81,0.53,0.53,0.53,0.43,0.65,0.65,0.53,0.81,1.00",20,,
us,lanier interventional pain center,,,,,,210,0,1.27,0.05,18500,Navigational,"Knowledge Panel, Site Links, Image, Related Searches","0.65,0.65,0.80,1.00,1.00,0.65,0.53,0.80,0.65,1.00,0.80,1.00",,,
us,the pain center tucson,,,,,,210,25,0.00,0.00,15000000,"Informational, Transactional","Knowledge Panel, Site Links, Image, Related Searches","0.06,0.06,0.05,0.06,0.05,0.06,0.45,1.00,0.10,0.06,0.08,0.06",20,,
us,1102 s park st,,,,,,210,25,0.00,0.00,41300000,Navigational,"Related Searches, Site Links, Video, Image","0.13,0.16,0.06,0.10,0.13,0.10,0.10,0.13,0.13,0.13,0.16,0.10",20,,
us,rivercity pain management,,,,,,210,17,0.62,0.10,142000,"Informational, Transactional","Knowledge Panel, Image Pack, Video, People Also Ask, Related Searches","0.00,0.00,0.00,0.04,0.67,0.44,0.23,0.15,0.81,0.15,0.12,0.12",70,,
us,pain center of rhode island,,,,,,170,12,1.86,0.06,24400000,"Informational, Navigational","Knowledge Panel, Site Links, Image, People Also Ask, Related Searches","0.43,0.53,0.53,0.53,0.53,0.65,0.43,0.81,0.65,0.65,0.81,1.00",20,,
us,15945 clayton rd,,,,,,210,14,0.00,0.02,19700,Informational,"Image, Related Searches","0.43,0.43,0.43,0.35,0.35,0.35,0.43,0.43,0.22,0.43,0.43,0.35",90,,
us,dr antebi nj,,,,,,210,19,3.37,0.07,14200,Commercial,"Local Pack, Video, Image, Related Searches","0.43,0.54,0.54,0.54,0.54,0.81,0.81,0.18,0.29,0.81,0.22,0.14",90,,
us,mercy clinic branson,,,,,,170,22,2.07,0.16,176000,Navigational,"Related Searches, Local Pack, Image, People Also Ask","0.65,0.65,0.53,0.53,0.65,0.53,0.65,1.00,0.53,0.80,0.80,0.80",90,,
us,henry ford pain management,,,,,,170,0,1.88,0.17,9220000,Navigational,"People Also Ask, Related Searches, Local Pack, Site Links, Video, Image","0.42,0.65,0.53,0.65,0.65,0.65,0.53,0.53,0.53,0.80,1.00,0.65",,,
us,wellsprings culpeper va,,,,,,170,29,2.38,0.08,751,Navigational,"Local Pack, Site Links, Image, Related Searches","0.23,0.15,0.07,0.29,0.15,0.15,0.19,0.23,0.23,0.19,0.23,0.23",20,,
us,powder river surgery center,,,,,,170,29,0.00,0.01,2730000,Navigational,"Knowledge Panel, Site Links, Video, Image, People Also Ask, Related Searches","0.52,1.00,1.00,0.80,0.80,1.00,0.52,0.80,1.00,0.52,0.52,0.42",20,,
us,pain management bristol tn,,,,,,170,12,1.61,0.18,1370000,Commercial,"Local Pack, Site Links, Video, Image, Related Searches","0.66,0.52,0.66,1.00,1.00,0.66,0.66,0.80,0.66,0.80,0.80,0.66",20,,
us,dr xiong,,,,,,170,13,0.00,0.03,23400000,Commercial,"Image Pack, Related Searches, See Results About, Local Pack","0.65,0.65,0.65,0.80,0.80,0.65,0.65,0.65,0.80,0.65,0.53,0.65",75,,
us,knee pain early pregnancy,,,,,,170,24,0.00,0.00,174000000,Informational,"Site Links, Video, Image, Related Searches, Discussions And Forums, AI Overview","0.80,0.80,0.65,0.65,0.65,0.53,0.42,0.53,0.65,0.65,0.65,0.53",20,,
us,pain management wilmington de,,,,,,170,10,2.84,0.38,2260000,Commercial,"Video, Image, People Also Ask, Related Searches, Local Pack","0.22,0.29,0.29,0.54,0.35,0.29,0.29,0.29,0.35,0.29,0.43,0.22",90,,
us,columbia pain management tualatin,,,,,,170,23,2.12,0.15,32200,Navigational,"People Also Ask, Related Searches, Knowledge Panel, Site Links, Image","0.23,0.18,0.15,0.18,0.18,0.23,0.23,0.44,0.44,0.28,0.28,0.23",20,,
us,neurospine bedford nh,,,,,,170,28,2.75,0.04,2780,Navigational,"Knowledge Panel, Site Links, Video, Image, People Also Ask, Related Searches","0.34,0.42,0.42,0.42,0.65,0.53,0.42,0.80,0.80,1.00,0.80,0.53",20,,
us,meadville pain management,,,,,,170,15,2.55,0.02,96400,Informational,"Related Searches, Knowledge Panel, Video, Image","0.66,0.66,0.80,0.80,1.00,0.80,1.00,1.00,0.80,0.80,1.00,0.80",70,,
us,enid pain and spine,,,,,,170,23,0.00,0.01,223000,Navigational,"Knowledge Panel, Site Links, Related Searches","0.53,0.65,0.53,0.53,0.65,0.65,0.65,0.65,0.80,0.53,0.80,0.65",20,,
us,beresh pain management,,,,,,170,27,2.08,0.03,3650,Navigational,"Knowledge Panel, Site Links, People Also Ask, Related Searches","0.43,1.00,0.53,0.53,0.53,0.43,0.43,0.53,0.53,0.53,0.53,0.53",20,,
us,ascension brown deer,,,,,,170,22,2.48,0.13,2740000,"Navigational, Transactional","Knowledge Panel, Site Links, Image, Related Searches","0.82,0.35,0.53,0.35,0.43,0.43,0.35,0.43,0.53,0.43,0.53,0.35",20,,
us,mercy clinic branson mo,,,,,,170,28,2.22,0.15,172000,Navigational,"Local Pack, Image, People Also Ask, Related Searches","0.65,0.65,0.53,0.65,0.80,0.53,0.80,1.00,0.53,0.80,0.80,0.65",90,,
us,dr ain,,,,,,170,19,11.31,0.49,684000000,Informational,"Knowledge Panel, Image Pack, Video, Image, People Also Ask, Related Searches","0.01,0.01,0.01,0.04,0.03,0.03,0.10,0.03,0.03,0.03,0.04,0.03",70,,
us,pain management hendersonville tn,,,,,,170,30,1.25,0.37,399000,Commercial,"Image, People Also Ask, Related Searches, Local Pack, Site Links, Video","0.65,0.65,1.00,0.80,0.80,0.65,0.53,0.80,0.65,0.80,0.80,0.53",20,,
us,maywell health,,,,,,170,43,2.89,0.23,25000000,Navigational,"Local Pack, Site Links, Video, Video Carousel, Related Searches, Short Videos","0.33,0.66,0.33,0.80,0.66,0.80,1.00,1.00,1.00,1.00,1.00,0.80",20,,
us,pain management alexandria la,,,,,,170,7,2.49,0.11,5180000,Commercial,"Local Pack, Site Links, Video, Image, People Also Ask, Related Searches","0.53,0.28,0.53,0.28,0.43,0.43,0.53,0.65,0.43,0.65,0.53,0.34",20,,
us,pain management flint,,,,,,140,10,2.05,0.25,5480000,Commercial,"Local Pack, Image, People Also Ask, Related Searches","0.66,0.52,0.52,0.66,0.80,0.66,0.52,0.80,0.66,0.66,1.00,1.00",90,,
us,glenrock health center,,,,,,170,21,0.00,0.00,562000,Navigational,"Knowledge Panel, Site Links, Image, Related Searches","0.81,1.00,0.53,0.43,0.53,0.43,0.43,0.34,0.43,0.53,0.65,0.53",20,,
us,dr atul walia okc,,,,,,170,15,6.76,0.07,1870,Informational,"Knowledge Panel, Related Searches","0.53,0.65,0.26,0.65,0.65,0.53,0.53,0.65,0.65,0.65,1.00,1.00",70,,
us,richmond hill ga lower back pain treatment,,,,,,170,4,0.00,0.00,1200000,Commercial,"Video, People Also Ask, Related Searches, AI Overview, Local Pack","0.28,0.28,0.17,0.23,0.28,0.28,0.23,0.53,0.53,0.53,0.66,1.00",90,,
us,novaspine sun city west az,,,,,,170,7,2.43,0.20,2150,"Navigational, Transactional","Related Searches, Knowledge Panel, Image Pack, Site Links, Video, Image, People Also Ask","0.53,0.42,0.65,0.65,0.65,0.80,0.65,0.53,0.42,0.65,1.00,0.65",20,,
us,pain management lawton ok,,,,,,170,8,2.22,0.08,664000,Commercial,"Local Pack, Video, Image, Related Searches","0.80,0.80,0.80,1.00,1.00,0.80,0.80,0.80,0.66,0.80,1.00,0.80",90,,
us,florida pain institute merritt island florida,,,,,,170,15,0.00,0.04,175000,"Informational, Transactional","Knowledge Panel, Image Pack, Video, Image, People Also Ask, Related Searches","0.53,0.28,0.53,0.21,0.34,0.65,1.00,0.43,0.43,0.65,0.81,0.81",70,,
us,dr blake christensen oklahoma,,,,,,170,24,4.48,0.04,182000,"Navigational, Commercial","Local Pack, Site Links, Related Searches","0.43,0.35,0.18,0.18,0.81,0.54,0.35,0.18,0.29,0.66,0.22,0.06",20,,
us,diagnostic pain center,,,,,,170,44,0.00,0.00,333000000,Navigational,"Local Pack, Site Links, Video, Related Searches","0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,0.00,1.00",20,,
us,keystone pain management,,,,,,170,17,3.05,0.07,2750000,"Navigational, Commercial","Local Pack, Site Links, Video, Image, Related Searches","0.43,0.43,0.53,0.53,0.53,0.53,0.43,0.43,0.53,0.53,0.43,0.53",20,,
us,sagewest health care riverton campus,,,,,,170,16,0.00,0.03,2770,Navigational,"Image, People Also Ask, Related Searches, Knowledge Panel, Site Links","0.66,0.80,0.80,1.00,0.66,0.80,0.80,0.80,1.00,1.00,1.00,0.80",20,,
us,dr von kaenel fresno,,,,,,170,11,0.00,0.03,3070,Informational,"Knowledge Panel, Related Searches","0.66,0.80,0.66,0.80,0.66,0.80,0.52,0.80,0.80,1.00,1.00,0.80",70,,
us,pain clinics in virginia beach,,,,,,170,21,2.16,0.43,8540000,Commercial,"People Also Ask, Related Searches, Local Pack, Site Links, Image","0.43,0.43,0.65,0.15,0.34,0.65,0.53,0.43,0.34,0.65,0.65,0.65",20,,
us,brian durkin do,,,,,,170,31,0.00,0.06,2880000,"Informational, Transactional","Knowledge Panel, Video, People Also Ask, Related Searches","0.52,0.66,0.80,1.00,0.66,0.66,0.66,0.80,0.80,0.66,1.00,0.66",70,,
us,clearway pain solutions phone number,,,,,,170,21,0.00,0.00,376000,"Navigational, Transactional","Related Searches, Local Pack, Site Links, People Also Ask","0.52,0.52,0.52,0.66,0.66,1.00,0.80,0.80,1.00,0.80,1.00,0.80",20,,
us,spine center of southeast georgia,,,,,,140,21,0.00,0.00,5070000,Commercial,"Related Searches, Local Pack, Video, Image","0.00,0.80,1.00,0.80,0.66,0.80,0.66,1.00,1.00,0.80,0.66,0.14",90,,
us,spinal interventions lehi,,,,,,170,23,3.23,0.23,3320,Navigational,"Knowledge Panel, Site Links, People Also Ask, Related Searches","0.80,0.80,0.65,0.53,0.34,0.42,0.53,0.53,1.00,1.00,0.65,0.65",20,,
us,mila mogilevsky,,,,,,140,20,3.53,0.30,6150,Commercial,"Local Pack, Site Links, Video, Related Searches","0.65,0.65,0.53,0.42,0.53,0.65,0.53,1.00,0.65,0.34,0.34,0.80",20,,
us,pain management johnstown pa,,,,,,170,13,2.19,0.25,265000,Commercial,"Local Pack, Video, Image, People Also Ask, Related Searches","0.53,0.65,0.65,1.00,0.65,0.53,0.65,0.80,0.65,0.65,0.80,0.53",90,,
us,quail surgery center reno,,,,,,170,19,0.00,0.01,79100,Navigational,"People Also Ask, Related Searches, Knowledge Panel, Site Links, Image","0.65,0.65,0.65,0.65,0.65,0.80,0.80,0.65,0.53,0.65,0.65,0.53",20,,
us,pain management saginaw mi,,,,,,170,14,1.51,0.16,479000,Commercial,"Site Links, People Also Ask, Related Searches, Local Pack","0.53,0.81,0.43,0.53,0.53,0.53,0.43,0.43,0.43,0.34,0.53,0.34",20,,
us,dr david kloth,,,,,,140,11,2.93,0.03,192000,Informational,"Image Pack, Site Links, People Also Ask, Related Searches, Knowledge Panel","0.34,0.42,0.19,0.26,0.65,0.42,0.80,0.80,1.00,0.34,0.80,0.65",20,,
us,twin cities pain clinic maplewood,,,,,,170,20,1.32,0.15,79300,Navigational,"Knowledge Panel, Site Links, Video, People Also Ask, Related Searches","0.34,0.53,0.34,0.42,0.42,0.53,0.65,0.65,1.00,0.80,0.80,0.80",20,,
us,pain zero new albany,,,,,,170,7,2.72,0.14,2190000,"Informational, Transactional","Knowledge Panel, People Also Ask, Related Searches","0.81,0.65,0.53,0.21,0.21,0.34,0.65,0.53,0.43,0.34,1.00,0.21",70,,
us,kalamazoo anesthesiology pain consultants,,,,,,170,24,0.00,0.06,2790,Navigational,"Related Searches, Knowledge Panel, Site Links, People Also Ask","0.42,0.53,0.53,0.53,0.65,0.80,0.53,0.80,1.00,0.65,0.80,1.00",20,,
us,clearway pain solutions salisbury md,,,,,,170,15,0.00,0.00,3330,"Informational, Navigational","Knowledge Panel, Image Pack, Site Links, Image, People Also Ask, Related Searches","0.19,0.29,0.06,0.06,0.06,0.19,1.00,0.23,0.23,0.23,0.15,0.19",20,,
us,boomerang health care,,,,,,170,34,0.00,0.07,7840000,Navigational,"Related Searches, Local Pack, Site Links, Video, Image, People Also Ask","0.66,0.80,0.66,0.66,0.80,0.66,0.80,0.80,0.66,0.80,1.00,0.66",20,,
us,pain clinic in panama city fl,,,,,,170,9,2.56,0.23,176000,Commercial,"Related Searches, Local Pack, Video","0.19,0.26,0.26,0.34,1.00,1.00,1.00,0.26,0.42,1.00,1.00,0.19",90,,
us,doley clinic,,,,,,210,18,0.00,0.02,50500,Navigational,"Knowledge Panel, Site Links, Image, Related Searches","0.82,1.00,0.53,0.53,0.53,0.53,0.82,0.02,0.28,0.12,0.66,0.17",20,,
us,pain management concord nc,,,,,,170,6,1.98,0.45,1200000,Commercial,"AI Overview, Knowledge Panel, Video, Image, People Also Ask, Related Searches","0.66,0.66,0.52,0.80,0.80,0.80,0.66,0.66,0.66,0.66,1.00,0.66",70,,
us,cnos dakota dunes clinic,,,,,,170,20,3.03,0.03,4040,"Navigational, Transactional","Related Searches, Knowledge Panel, Site Links, Image, People Also Ask","0.00,0.17,0.17,0.17,0.35,0.53,0.53,0.53,0.28,0.43,1.00,0.82",20,,
us,1102 s park st madison wi 53715,,,,,,170,19,0.00,0.04,8060,Navigational,"Site Links, Related Searches","0.35,0.43,0.43,0.43,0.43,0.43,0.53,0.43,0.43,0.53,0.43,0.28",20,,
us,natura clinic,,,,,,170,33,2.32,0.18,11000000,Commercial,"Local Pack, Site Links, Video, Related Searches","0.66,1.00,0.17,0.66,0.28,0.66,0.23,0.28,0.28,0.23,0.28,0.28",20,,
us,southeast pain and spine care,,,,,,170,37,0.00,0.00,2850000,Informational,"Local Pack, Site Links, Image, Related Searches","0.03,0.53,0.81,0.65,0.53,0.65,1.00,0.65,0.21,0.43,0.15,0.65",20,,
us,5150 east dublin granville road,,,,,,170,9,0.00,0.02,31300,Informational,Related Searches,"0.08,0.06,0.10,0.10,0.16,0.13,0.13,0.13,0.10,0.05,0.13,0.10",90,,
us,120 spalding drive naperville il,,,,,,170,13,0.00,0.06,22400,"Informational, Commercial",Related Searches,"0.54,0.35,0.18,0.15,0.23,0.44,0.15,0.35,0.28,0.18,0.28,0.15",90,,
us,2341 lewisville clemmons rd,,,,,,140,11,0.00,0.02,7470,Informational,"Image, Related Searches","0.28,0.34,0.53,0.34,0.43,0.53,0.43,0.53,0.65,0.53,0.65,0.53",90,,
us,pain management anniston al,,,,,,170,13,1.27,0.21,242000,Commercial,"Video, Image, People Also Ask, Related Searches, Local Pack, Site Links","0.33,0.66,0.52,1.00,0.80,0.80,0.80,1.00,0.80,0.80,1.00,0.66",20,,
us,ronald c segura md,,,,,,170,7,4.47,0.02,318000,"Informational, Transactional","Image Pack, Site Links, Video, Image, People Also Ask, Related Searches, Knowledge Panel","0.65,0.53,0.81,0.34,0.65,0.81,1.00,0.28,0.43,0.43,0.43,0.21",20,,
us,vas analog scale,,,,,,170,36,0.00,0.00,54100000,Informational,"Image Pack, Video, Image, Video Carousel, People Also Ask, Related Searches","0.53,0.43,0.65,0.43,0.65,0.53,0.53,0.06,0.06,0.81,1.00,0.65",90,,
us,600 n kobayashi webster tx 77598,,,,,,170,14,4.32,0.05,28400,Informational,"Video, Related Searches","0.65,0.80,0.34,0.19,0.42,0.42,0.65,0.65,1.00,1.00,1.00,0.80",90,,
us,community medical wellness pc,,,,,,170,26,0.00,0.04,32800000,Navigational,"Related Searches, Local Pack, Site Links, Video, Image, People Also Ask","0.52,0.52,0.52,0.66,0.52,0.66,0.66,1.00,1.00,1.00,0.80,0.80",20,,
us,enid pain and spine enid ok,,,,,,170,17,0.00,0.01,38000,Navigational,"Knowledge Panel, Site Links, Video, Image, People Also Ask, Related Searches","0.53,0.65,0.53,0.53,0.80,0.65,0.65,0.80,0.80,0.65,0.80,0.65",20,,
us,240 east 23rd street new york ny,,,,,,170,25,0.00,0.05,3420000,"Informational, Commercial",Related Searches,"0.01,0.02,0.01,0.09,0.02,0.23,0.29,0.29,1.00,0.23,0.15,0.15",90,,
us,mark downey md,,,,,,170,18,3.50,0.04,3800000,Informational,"Knowledge Panel, Site Links, Video, People Also Ask, Related Searches, See Results About","0.43,0.43,0.43,0.43,0.43,0.43,0.35,0.28,0.35,0.66,1.00,0.23",20,,
us,elite pain doctors,,,,,,170,53,0.00,0.00,17500000,"Navigational, Commercial","Local Pack, Site Links, Related Searches","0.66,0.80,0.80,1.00,1.00,1.00,0.80,0.80,0.66,0.80,0.66,0.80",20,,
us,corey hunter md,,,,,,170,17,1.80,0.16,3450000,Informational,"Knowledge Panel, Site Links, Video","0.42,0.53,0.34,1.00,0.42,0.65,0.42,0.65,0.65,0.53,1.00,1.00",20,,
us,dr mila mogilevsky,,,,,,170,19,2.86,0.28,2240,Commercial,"Local Pack, Site Links, Video, Video Carousel, Related Searches","0.65,0.65,0.43,0.43,0.43,0.53,0.53,0.34,0.81,0.53,1.00,0.81",20,,
us,deaconess pain management,,,,,,170,18,0.00,0.04,1660000,Navigational,"Local Pack, Site Links, Image, People Also Ask, Related Searches","0.80,0.52,1.00,1.00,0.80,0.66,0.66,0.66,0.80,0.80,0.80,0.80",20,,
us,reno sports and spine,,,,,,170,36,2.09,0.06,896000,Navigational,"Local Pack, Site Links, Video, Image, Related Searches, Knowledge Panel","0.43,0.43,0.66,0.53,0.53,0.43,0.43,0.28,0.28,0.53,0.17,0.07",20,,
us,jawad bhatti,,,,,,170,21,0.00,0.00,917000,Commercial,Local Pack,"0.05,0.03,0.05,0.08,0.03,0.03,0.06,1.00,0.03,0.06,0.03,0.03",75,,
us,grand island st francis,,,,,,170,13,1.82,0.07,62700000,"Informational, Transactional","Knowledge Panel, Video, Image, People Also Ask, Related Searches","0.35,0.54,0.54,0.54,0.43,0.22,0.22,0.22,0.29,0.22,0.29,0.14",70,,
us,neurospine institute bedford nh,,,,,,260,28,0.00,0.00,2770,Navigational,"Knowledge Panel, Site Links, Video, People Also Ask, Related Searches","0.81,1.00,0.81,0.66,0.81,1.00,0.00,0.00,0.00,0.00,0.00,0.00",20,,
us,new england neurological associates lawrence,,,,,,170,33,1.71,0.01,664000,Navigational,"Image, People Also Ask, Related Searches, Local Pack, Site Links","0.29,0.22,0.18,0.18,0.22,0.54,0.18,0.10,0.66,0.18,1.00,0.81",20,,
us,tupelo pain management,,,,,,210,23,2.46,0.07,262000,Commercial,"People Also Ask, Related Searches, Local Pack, Video, Image","0.54,0.66,0.54,0.18,0.43,0.43,0.35,0.18,0.29,0.29,1.00,0.14",90,,
us,chronic pain relief fort wayne,,,,,,170,16,0.00,0.00,7810000,Commercial,"Local Pack, Video, Image, Related Searches, Discussions And Forums","0.21,0.34,0.34,0.34,0.34,0.34,1.00,1.00,0.65,0.43,0.53",90,,
us,bcs pain,,,,,,140,5,0.00,0.01,7460000,Navigational,"Knowledge Panel, Site Links, Video, Related Searches","0.52,0.66,0.80,0.80,0.80,0.80,0.66,0.66,0.66,1.00,0.66,0.66",20,,
us,inland pain specialists,,,,,,170,10,0.00,0.00,1380000,"Navigational, Commercial","Local Pack, Site Links, Video, Image, People Also Ask, Related Searches","0.00,0.23,0.29,0.19,0.23,0.19,0.23,0.23,0.23,0.23,0.15,0.12",20,,
us,chiropractors victoria texas,,,,,,170,17,4.74,0.13,930000,Commercial,"Local Pack, Site Links, Image, Related Searches","0.43,0.28,0.23,0.17,0.28,1.00,0.82,0.82,0.28,0.35,0.43,0.35",20,,
us,qc connetics near me,,,,,,170,39,1.97,0.49,3730,"Navigational, Transactional","Local Pack, Site Links, Image, People Also Ask, Related Searches","0.36,0.15,0.19,0.23,0.19,0.15,0.09,0.12,0.19,0.15,0.29,0.15",20,,
us,pain management sherman tx,,,,,,170,2,2.46,0.28,1350000,Commercial,"Related Searches, Local Pack, Video, Image, People Also Ask","0.52,0.80,0.66,1.00,0.80,0.66,0.80,0.80,0.66,0.80,1.00,1.00",90,,
us,spinal interventions utah,,,,,,170,19,3.00,0.32,154000,Navigational,"Image, People Also Ask, Related Searches, Local Pack, Site Links","0.81,1.00,0.43,0.81,0.43,0.81,0.65,0.43,0.43,0.43,0.65,0.21",20,,
us,redding pain management,,,,,,170,11,2.08,0.11,1460000,Navigational,"Discussions And Forums, Knowledge Panel, Site Links, Video, People Also Ask, Related Searches","0.35,0.28,0.53,0.53,0.66,0.28,0.35,0.53,0.43,0.53,0.53,0.43",20,,
us,maryland pain specialists in towson,,,,,,170,26,3.10,0.03,232000,Navigational,"Knowledge Panel, Site Links, People Also Ask, Related Searches","0.43,0.29,0.29,0.10,0.29,0.10,0.81,0.29,0.29,0.54,1.00,0.04",20,,
us,california premier pain clinics,,,,,,140,20,1.91,0.12,1340000,"Navigational, Commercial","Local Pack, Site Links, Related Searches","0.42,0.52,0.52,0.66,0.80,1.00,1.00,0.80,0.66,0.66,1.00,0.80",20,,
us,osf fort jesse,,,,,,170,16,0.00,0.02,54500,"Informational, Transactional","Knowledge Panel, Image, Related Searches","0.43,0.43,1.00,0.12,0.43,0.43,0.28,0.35,0.53,0.43,0.35,0.23",70,,
us,pain and wellness peabody,,,,,,170,28,2.06,0.05,555000,Navigational,"Knowledge Panel, Site Links, Video, Image, People Also Ask, Related Searches","0.35,0.18,0.44,0.18,0.23,0.44,0.35,0.18,0.28,0.66,0.15,0.08",20,,
us,javier placer md,,,,,,170,28,1.19,0.13,595000,"Navigational, Commercial","Site Links, Video, Image, People Also Ask, Related Searches, Local Pack","0.42,0.80,0.80,0.80,0.80,0.66,0.80,0.80,0.80,0.80,1.00,0.80",20,,
us,pain clinics in augusta ga,,,,,,170,11,2.53,0.30,522000,Commercial,"Local Pack, Site Links, Image, People Also Ask, Related Searches","0.00,0.00,0.00,0.22,0.43,0.81,0.66,0.18,0.29,0.66,1.00,0.04",20,,
us,republic pain,,,,,,170,28,3.31,0.18,167000000,"Navigational, Commercial","Image, Related Searches, Local Pack, Site Links, Video","0.65,0.80,0.42,1.00,0.80,0.65,0.80,0.65,0.53,0.65,0.53,0.42",20,,
us,pain management redding ca,,,,,,170,0,2.08,0.11,911000,Commercial,"Image, People Also Ask, Related Searches, Local Pack, Site Links, Video","0.52,0.80,0.80,0.80,0.80,0.80,1.00,1.00,0.80,1.00,0.66,0.80",,,
us,innovative pain treatment,,,,,,170,0,0.00,0.00,80100000,Navigational,"Knowledge Panel, Site Links, Video, Image, Related Searches","0.42,0.65,1.00,0.65,0.53,0.65,0.53,0.80,0.65,0.80,0.42,0.42",,,
us,tulsa pain consultants tulsa oklahoma,,,,,,170,16,0.95,0.11,1240000,Navigational,"People Also Ask, Related Searches, Knowledge Panel, Site Links, Video, Image","0.43,0.34,0.34,0.21,0.28,0.65,1.00,0.43,0.34,0.65,0.65,0.81",20,,
us,15 durham rd dover nh 03820,,,,,,170,6,0.00,0.08,70800,Informational,"Video, Related Searches","0.19,0.34,0.80,1.00,1.00,0.80,0.65,0.65,0.42,0.53,0.80,1.00",90,,
us,east tennessee pain consultants,,,,,,170,30,1.26,0.05,811000,"Navigational, Commercial","Site Links, Video, Image, Related Searches, Local Pack","0.82,0.66,0.17,0.53,0.43,0.82,0.28,0.82,0.23,0.35,0.17,0.43",20,,
us,southern spine and pain,,,,,,170,27,0.00,0.00,18200000,Navigational,"Site Links, People Also Ask, Related Searches, Local Pack","0.52,0.52,1.00,1.00,0.80,0.80,0.80,0.66,0.80,0.66,0.66,0.80",20,,
us,iu pain management,,,,,,170,22,1.45,0.12,25900000,Navigational,"Related Searches, Local Pack, Video, People Also Ask","0.80,0.65,0.42,1.00,0.65,0.53,0.53,0.53,0.53,0.53,0.65,0.65",90,,
us,pain center winston salem nc,,,,,,140,21,1.26,0.48,1060000,Commercial,"Local Pack, Site Links, Image, Related Searches","0.65,0.43,0.65,0.15,0.43,0.65,1.00,0.43,0.34,0.65,0.53,0.81",20,,
us,summit pain management warsaw,,,,,,170,20,0.00,0.02,311000,Navigational,"Knowledge Panel, Site Links, Image, People Also Ask, Related Searches","0.66,0.80,0.52,0.66,0.66,0.80,0.66,0.80,0.66,0.66,1.00,0.80",20,,
us,kissimmee pain clinic,,,,,,170,30,2.60,0.59,477000,Commercial,"Local Pack, Site Links, Image, Related Searches","1.00,0.80,1.00,1.00,0.80,0.66,0.80,0.66,0.66,0.80,0.66,0.80",20,,
us,optim pain management,,,,,,170,10,0.00,0.01,331000,"Navigational, Transactional","People Also Ask, Related Searches, Local Pack, Video","0.65,0.65,0.65,0.65,0.65,0.42,0.65,0.80,0.80,0.53,0.80,0.53",90,,
us,dr kalava,,,,,,170,9,0.00,0.02,117000,Commercial,"Knowledge Panel, Video, Related Searches","0.52,0.80,0.66,0.80,0.80,0.66,0.66,0.80,0.66,0.80,0.80,0.52",70,,
us,massac clinic metropolis illinois,,,,,,170,5,0.00,0.00,8860,Commercial,"Local Pack, Image, Related Searches","0.43,0.53,0.53,0.15,0.34,0.53,1.00,0.28,0.43,0.81,0.81,0.09",90,,
us,136 sherman ave new haven,,,,,,170,8,0.00,0.00,943000,Informational,"Video, Image, Related Searches","0.42,0.66,0.42,0.66,0.66,0.66,0.66,0.80,0.80,1.00,1.00,0.80",90,,
us,dr kloth,,,,,,170,9,0.00,0.00,610000,Informational,"Knowledge Panel, Image Pack, Site Links, Video, Related Searches","0.53,0.65,0.65,0.53,0.65,0.53,0.65,1.00,0.65,0.65,0.80,0.53",20,,
us,dr aimee walsh mobile al,,,,,,140,15,2.64,0.03,336000,"Informational, Transactional","Knowledge Panel, Image Pack, Image, People Also Ask","0.42,0.65,0.53,0.65,0.65,0.53,0.65,0.65,0.53,0.53,0.53,0.65",70,,
us,391 eastern parkway,,,,,,170,6,1.55,0.10,2510000,"Informational, Commercial","Related Searches, Site Links, Image","0.29,0.29,0.19,0.36,0.36,0.29,0.19,0.29,0.19,0.12,0.15,0.15",20,,
us,unm pain clinic,,,,,,210,32,0.00,0.00,9140000,Navigational,"Knowledge Panel, Site Links, Video, Image, People Also Ask, Related Searches","0.80,0.80,0.80,0.65,0.80,0.53,0.80,1.00,0.80,0.53,0.80,0.53",20,,
us,dr bruce mackey,,,,,,170,12,0.00,0.00,1900000,Informational,"Knowledge Panel, Image Pack, Site Links, Video, People Also Ask","0.66,0.80,0.66,0.80,0.80,0.80,0.80,1.00,0.80,0.80,0.80,0.66",20,,
us,dr pradeep chopra md,,,,,,170,19,2.34,0.01,1060000,"Informational, Transactional","Knowledge Panel, Video, Image, Video Carousel, People Also Ask, Related Searches","0.29,0.18,0.29,0.43,0.22,0.81,0.35,0.29,0.43,0.14,0.29,0.18",70,,
us,nh neurospine institute bedford nh,,,,,,210,30,0.00,0.00,2410,Navigational,"Knowledge Panel, Site Links, Video, Image, People Also Ask, Related Searches","0.81,0.81,0.66,0.54,0.81,1.00,0.00,0.00,0.00,0.00,0.00,0.00",20,,
us,dr kline pain management,,,,,,170,11,1.43,0.13,1970000,Commercial,"Video, Image, People Also Ask, Related Searches, Local Pack","0.07,0.10,0.07,0.05,0.07,0.05,0.19,1.00,0.12,0.12,0.12,0.07",90,,
us,justin lo md,,,,,,170,25,3.41,0.04,27400000,Navigational,"Knowledge Panel, Site Links, Video, People Also Ask, Related Searches","0.66,1.00,0.80,0.80,1.00,1.00,0.66,0.80,0.80,1.00,1.00,1.00",20,,
